,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
235,240.5,17.498974555922032,69.3144154661117,30.093763032396,11.655086739311546,83.698484809835,160,212.36902286902287,229
236,14.25,4.259537945889915,-31.90580373611214,5.7553504161573965,3.561875961097549,15.778174593052022,162,201.19298245614036,228
237,7.5,3.0901936161855166,58.34155334792581,3.295534123753181,2.9884052520181172,9.121320343559642,162,205.23333333333332,238
238,74.0,9.706684619910241,72.12870030781848,10.672759635957753,9.238931810192792,33.435028842544405,158,203.6858108108108,221
239,23.25,5.440847306724618,-14.91004161403159,6.231439793700837,4.886881460001533,17.414213562373096,163,210.247311827957,225
240,11.0,3.742410318509555,30.206682057463574,4.385928344862305,3.368730220355298,11.535533905932738,161,205.5681818181818,234
241,155.25,14.05953197372281,-58.331149646320505,16.863200597330305,11.904717789463467,51.45584412271571,159,202.9452495974235,224
242,165.0,14.494292838262302,47.02863491541586,17.301880486661233,12.648759291208204,50.577164466275356,158,211.20151515151514,232
243,44.0,7.48482063701911,18.499310952596364,8.258130397002077,7.044012118549738,24.606601717798213,158,199.78977272727272,221
244,92.75,10.86705883733894,36.110367384055266,11.972188886970288,10.114344101285203,36.4350288425444,158,202.62264150943398,224
245,246.0,17.697935698969246,66.1688472343144,20.879479741622507,15.836817568158,78.47665940288702,158,203.8038617886179,224
246,132.0,12.964089628857149,18.18775669813138,13.2652234782734,12.756794053889708,42.50609665440987,159,212.31439393939394,235
247,11.25,3.7846987830302403,-65.63663034446951,5.073706731330164,2.90214373800815,12.242640687119284,159,206.46666666666667,230
248,29.25,6.102643417692329,-27.862904163015916,8.709592726205152,4.42270696919157,21.192388155425117,158,203.55555555555554,223
249,70.25,9.45754080179648,-1.3932717058288626,9.839335848656455,9.386781831114652,34.92031021678297,159,206.34875444839858,233
250,2.25,1.692568750643269,45.00001609038752,1.632993161855452,1.632993161855452,4.0,199,212.11111111111111,240
251,144.25,13.552298857686367,56.60150939516312,16.960025221083466,12.427466711218313,52.16295090390226,158,207.68110918544195,229
252,16.25,4.54864184146723,-84.12556637076187,7.200861227048061,3.4095445500095827,18.94974746830583,158,201.90769230769232,228
253,13.25,4.1073621666150775,21.804559604287892,5.580305484334956,3.1067557893303874,13.242640687119284,168,204.0754716981132,225
254,90.5,10.734438914006276,-45.085161109858426,12.81174579166072,9.209459632582645,37.67766952966368,159,206.44751381215468,229
255,113.25,12.008096370418468,21.493273513290962,15.244095550135631,10.403347022758986,43.92031021678297,158,207.39955849889625,228
256,142.75,13.481652161769508,-27.19077516126236,15.912005918616396,11.779055003881284,46.45584412271572,161,204.80385288966724,226
257,88.75,10.630146264057032,37.202036391144595,12.722977284267458,9.082949150512222,36.55634918610404,158,206.55774647887324,227
258,12.75,4.029119531035698,13.37875035633065,5.61050729743777
